"V1" "V2" "V3" "V4" "V5"
"1" 1.51976308131284 -0.151113973219937 -5.00753802891505 -2.70502410374421 -1.31271576548108
"2" -1.53073437265162 -0.54399219197133 1.71903437549286 -2.11156849458226 3.21823438443974
"3" 1.26555815126556 -0.806111086582253 -4.94357940539165 -2.33946855622903 -0.604782555594309
"4" -1.95505713664788 -0.308354850942929 -6.63539534117153 0.712320670333787 -2.16231092362746
"5" -0.468701665411117 0.294669471044355 -1.49202579071473 -0.272035179355474 -0.357305493439493
"6" 0.243061235002105 0.599281057920469 0.406222732054366 -3.85241268087548 0.531085588082067
"7" -3.52354675031356 -0.0763037433607508 6.67499853583379 -1.91269793703375 2.31950695956471
"8" -4.01015802383599 -0.17234933126661 1.92535639728928 -1.93799246401037 0.364663682853172
"9" 4.08310400141622 -0.0393170461026662 -0.544956242316899 -1.63628793748535 0.288562398605055
"10" -0.0404855184447923 -0.504622046120459 3.59888367802451 -5.05397762669994 -0.662807002000637
"11" 1.13328229406265 -0.0360733628311785 -2.77795390990048 7.45564924516115 -0.690470406508709
"12" -0.361218458248577 0.0169562791082613 5.71137894566663 -5.84731865886455 0.516646845272268
"13" -1.1090506267244 0.20514572595075 -2.08403672131092 3.86847492604775 0.696002397644424
"14" 1.47423364917256 -0.499281928297918 3.29667708185559 1.55903944055703 -0.647425095729126
"15" -1.53245823963211 0.151719968511724 0.809792568058814 0.616141402498777 -0.199043313704491
"16" -2.1103750424222 0.0553173372155541 6.94400759693076 2.63768753588627 0.0101450363141806
"17" 0.000716403831331924 0.547533471012647 5.97585299172676 -4.58851023775876 -1.32996610279557
"18" -0.0437317288806669 0.00048540825498454 -5.85900431154227 0.0130621097877175 1.03953488243278
"19" 1.82666798063874 -0.744684457225419 4.26815729503377 4.83015866153278 -1.17194890330496
"20" -0.604707853715247 0.204970391414319 -8.30749940747162 -6.97361930787679 -1.78854802515579
"21" 0.16127492701236 0.0622979808007271 1.82149749807779 2.62864131530137 1.10053271748569
"22" 0.399697703388822 0.0601213758866597 -5.39211106529847 4.33263896471306 -1.10939630121879
"23" 2.25738642039063 0.418526860910478 7.80822780158985 -0.580781655086945 0.0253404292713881
"24" -1.72810102138684 -0.717148891546309 -10.3286616993731 -0.283668273013969 0.201775221487138
"25" 1.75566584272421 -0.175756020490871 -5.73687112915511 1.61723490882634 -0.257179299948381
"26" 1.31719805221916 -0.125253955617666 -2.52099041450765 -0.245820260666178 -1.05032953601949
"27" 0.644617000583641 0.00718340951739982 -4.057810619508 2.65249391720388 1.94958330304921
"28" -1.15401819890279 0.501604880364842 6.0964519683653 -6.18774716040553 -1.43907691012845
"29" -1.79819624301242 -0.331906310467556 3.45227502363462 4.52084948341012 1.32106148279842
"30" 1.6665029792135 -0.140503616628209 -5.59988953471456 -6.78321045621762 -0.62518862536589
"31" -1.198568126579 0.677134069916389 -0.559422417633286 -1.01774941373631 2.24504404402308
"32" -0.194868608269552 -0.195300870909871 -9.07145124973178 -3.19987250685599 -1.86038287277279
"33" 1.05680854026744 -0.0853234402139137 5.23540796536511 -1.37390735957589 -1.36881823658135
"34" 1.17274582684333 0.392738223103639 -1.92235215883373 4.90669595954368 0.403292255631703
"35" -3.96182734086876 -0.221511466411612 6.51438927561273 -4.55104334321567 0.636094085608462
"36" 1.99181360591898 0.414623597191226 2.61213120756412 2.08034123114948 -1.49189004478715
"37" 1.00361587145722 -0.114286058501241 -5.92114011481766 -2.89075951121093 -0.727280125814796
"38" 0.890159113892229 0.0576378329568922 4.27959540177171 2.23408391436252 0.43466554013974
"39" 0.0351983635863367 -0.19363024151533 -3.33350930912545 -6.12729752698377 -1.98213536114376
"40" -2.37761095969617 0.430953979936241 -5.40021293641211 -2.37454469938776 0.12067125458916
"41" -0.95143539760221 -1.03034658898437 4.67495053516775 4.51481339201373 1.91499108842082
"42" 1.27475201378738 -1.02092186482861 -2.44884369873926 1.81124014873729 -3.24151999049083
"43" -1.74683678277053 0.324046191470835 2.01065186324866 -1.24858613512668 0.314571034466892
"44" -4.32177370424 0.312482803334309 -4.74899206576268 6.35853727824121 -0.309680897748518
"45" -2.82429586687219 0.25941071655227 -7.06780006446252 1.38247259917117 -0.224806739981441
"46" -0.13470858261367 0.0309675255334125 -4.78254633533687 0.343382683188579 -0.198360024336274
"47" 1.69448093719215 0.18969626172432 2.32984682026237 -0.837947204373084 -0.234976021891411
"48" -2.02523413619676 0.314854033890962 3.15872667648444 2.95104066095239 -1.5763739034484
